Organisation Name,Website,ASN,Peering Policy,IPv4 Address,IPv6 Address,MAC Address,Location,Switch Port and VLAN,Port Type,Service Speed,Service Type,Peering LAN,Membership Type,Route Servers,,
Microsoft,http://www.microsoft.com,8075,Selective,195.66.244.116,2001:7f8:4:2::1f8b:2,42a6.77c0.91ab,Equinix MA1 Williams House (TCW),edge8-tcw-man1 ce13/1,100G,100000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Livedrive Internet Limited,https://www.livedrive.com/,61012,Selective,195.66.239.178,2001:7f8:4:1::ee54:1,e0ac.f153.fd2b,Interxion LON2 (IN2),edge1-in2-lon2 xe3,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Orange Romania S.A (ASN9050),http://www.TELEKOM.ro,9050,Selective,195.66.225.42,2001:7f8:4::235a:1,c84c.75b6.952b,Telehouse North (THN),edge6-thn xe-4/0/17,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
CDW Limited,http://www.uk.cdw.com,201126,Open,195.66.227.9,2001:7f8:4::3:11a6:1,34ed.1b2d.9aef,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c5/2,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Fluidata,http://www.fluidone.com/,39545,Open,195.66.237.84,2001:7f8:4:1::9a79:1,a8d0.e5ee.a9ef,Equinix LD8 Harbour Exchange (TCH),edge2-tch-lon2 xe19,10G,10000,Regular,LINX LON2,full,,,
CZ.NIC,https://www.nic.cz/,200070,Open,206.55.197.250,2001:504:31::3:d86:1,d4f5.ef48.c500,CoreSite Reston (COR),edge2-cor-nva1 ethernet-1/3/1,10G,10000,Regular,LINX NoVA,associate,rs1.nva1,rs2.nva1,
Superonline Iletisim Hizmetleri A.S,http://www.superonline.net/,34984,Selective,195.66.225.187,2001:7f8:4::88a8:1,40ce.242f.85c3,Telehouse North (THN),edge6-thn xe-5/0/4,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Wifirst,http://www.wifirst.fr,52075,Open,195.66.226.206,2001:7f8:4::cb6b:1,541e.563b.adac,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/1/19,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
PT. Dwi Tunggal Putra,http://www.dtp.net.id,18059,Open,195.66.225.96,2001:7f8:4::468b:1,cc16.7e01.9301,Telehouse North (THN),core4-thn ge-3/1/1,1000,1000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Glide,https://glidebusiness.co.uk/residential,42689,Selective,195.66.244.36,2001:7f8:4:2::a6c1:1,e4fc.82ab.e011,Equinix MA1 Williams House (TCW),edge5-tcw-man1 xe31,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
NFOrce Entertainment BV,http://www.nforce.nl,43350,Selective,195.66.226.154,2001:7f8:4::a956:2,cc4e.240c.f200,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/0/19,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
UK Broadband Ltd,http://www.ukbroadband.com/,29009,Open,195.66.226.70,2001:7f8:4::7151:2,2c21.31a4.ff1b,Interxion LON2 (IN2),core3-in2 xe-3/0/10,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Voiceflex Ltd,https://www.voiceflex.com,24594,Open,195.66.237.83,2001:7f8:4:1::6012:1,e0ac.f17c.a058,Telehouse North (THN),edge4-thn-lon2 xe2,1000,1000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
TI Sparkle UK Ltd,http://www.tisparkle.it/,6762,Restrictive,195.66.224.153,2001:7f8:4::1a6a:1,0024.dc49.ed29,Telehouse North (THN),edge6-thn xe-1/0/1,10G,10000,Regular,LINX LON1,ConneXions-full,,,
Vectra,http://www.vectra.pl/,29314,Open,195.66.225.167,2001:7f8:4::7282:1,408f.9d80.6978,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c2/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Domicilium (IOM) Ltd.,http://www.domicilium.com,15766,Open,195.66.224.221,2001:7f8:4::3d96:1,188b.9d17.ff00,Telehouse North (THN),edge6-thn ge-1/1/4,1000,1000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Akamai Technologies Inc.,http://www.akamai.com/,20940,Open,206.55.196.30,2001:504:31::51cc:1,7ce2.ca2c.29fb,Equinix DC2 (EQA),edge2-eqa-nva1 ethernet-1/2/2,10G,10000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
DNS Belgium,http://www.dnsbelgium.be/,199670,Selective,195.66.226.98,2001:7f8:4::3:bf6:1,f8f2.1ed8.83c0,Telehouse North (THN),edge6-thn xe-2/1/23,10G,10000,Regular,LINX LON1,associate,rs1.lon1,rs3.lon1,
Ljosleidarinn ehfr,http://vodafone.is,12969,Restrictive,195.66.226.232,2001:7f8:4::32a9:1,7488.bb07.6adc,Telehouse North (THN),edge6-thn xe-2/0/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Daisy Corporate Services Trading,http://www.daisyplc.com,5413,Selective,195.66.244.210,2001:7f8:4:2::1525:1,6c6c.d345.eadb,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe24,10G,10000,Regular,LINX Manchester,full,rs1.man1,rs2.man1,
Actvision Blizzard UK Ltd,http://eu.blizzard.com/en-gb/,57976,Open,195.66.238.234,2001:7f8:4:1::e278:1,4c16.fc0b.618b,Equinix LD4 (EQ4),edge3-eq4-lon2 ce9/1,100G,100000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Stream Networks Ltd,http://www.stream-networks.co.uk,198736,Open,195.66.226.159,2001:7f8:4::3:850:1,7079.b3ba.d910,Telehouse North (THN),edge6-thn xe-1/0/23,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Enet Telecommunciations Networks Limited,http://www.enet.ie/,207044,Open,195.66.227.104,2001:7f8:4::3:28c4:1,a47b.2cc4.40f7,Telehouse North (THN),edge6-thn xe-5/0/11,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
CMC Networks,http://www.cmcnetworks.net/,25818,Selective,195.66.225.98,2001:7f8:4::64da:1,e865.492b.5420,Telehouse North (THN),edge6-thn xe-1/0/13,10G,10000,Regular,LINX LON1,ConneXions-full,rs1.lon1,rs3.lon1,
Sipartech,http://www.sipartech.com,8309,Open,195.66.226.125,2001:7f8:4::2075:1,7c31.0e03.0428,Telehouse North (THN),core3-thn et-3/0/3,100G,100000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Hurricane Electric,http://www.he.net/,6939,Open,195.66.246.33,2001:7f8:4:3::1b1b:1,4088.2fbe.b215,Pulsant Edinburgh (PUE),edge3-pue-sco1 xe15,10G,10000,Regular,LINX Scotland,full,rs2.sco1,rs1.sco1,
Internet Solutions T/A Optinet,http://,10474,Open,195.66.236.149,2001:7f8:4:1::28ea:1,d0d0.fd55.ce02,Telehouse West (THW),edge2-thw-lon2 xe33,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Be Artis,http://www.optimus.pt/Main,2860,Selective,195.66.237.150,2001:7f8:4:1::b2c:1,b026.8020.11c2,Telehouse East (THE),edge1-the-lon2 xe37,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Voneus Ltd,http://www.lonsdalenet.co.uk,51782,Open,195.66.237.38,2001:7f8:4:1::ca46:1,2cc8.1bb7.1b18,Telehouse East (THE),edge2-the-lon2 xe3,1000,1000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
EWE TEL GmbH,http://www.ewetel.net/,9145,Open,195.66.224.30,2001:7f8:4::23b9:1,84b5.9c68.7fc9,Telehouse North (THN),edge6-thn xe-5/1/15,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Gamesys Ltd,http://www.gamesyscorporate.com/,44646,Open,195.66.238.155,2001:7f8:4:1::ae66:2,9ccc.830e.abf0,Equinix LD9 Powergate (TCA),edge1-tca-lon2 xe24,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Hyperoptic Limited,http://www.hyperoptic.com,56478,Selective,195.66.244.119,2001:7f8:4:2::dc9e:2,5c83.82cf.d807,Equinix MA3 Joule House (TCJ),edge2-tcj-man1 xe2,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Razorblue Ltd,http://www.razorblue.com/,15692,Selective,195.66.244.47,2001:7f8:4:2::3d4c:1,8071.1f79.9297,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe6,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Wessex Internet Limited,https://www.wessexinternet.com/,206347,Selective,195.66.227.108,2001:7f8:4::3:260b:1,0c59.9cba.4431,Telehouse North (THN),edge6-thn xe-6/0/13,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
IP River Ltd,http://www.dx.net,62163,Open,195.66.225.154,2001:7f8:4::3172:1,dc2c.6ee0.8b76,Telehouse North (THN),edge6-thn xe-4/1/19,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Init7 (Switzerland) AG,http://www.init7.net,13030,Open,195.66.224.175,2001:7f8:4::32e6:1,fc0a.81fe.3d62,Telehouse East (THE),edge1-the 1/x1/1/c3/3,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Wi-Manx,http://www.wimanx.com,42455,Open,195.66.224.28,2001:7f8:4::a5d7:1,204e.719b.d7f2,Telehouse North (THN),edge6-thn ge-1/1/0,1000,1000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
Riot Games Ltd,http://www.riotgames.com,6507,Selective,195.66.238.186,2001:7f8:4:1::196b:1,9ce1.7614.bc63,Interxion LON2 (IN2),edge1-in2-lon2 xe7,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
Exatel S.A.,http://www.exatel.pl,20804,Open,195.66.227.40,2001:7f8:4::5144:1,e4c7.227a.7f35,Telehouse North (THN),edge6-thn xe-1/0/15,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Link 11 GmbH,http://www.link11.de,34309,Selective,195.66.224.107,2001:7f8:4::8605:1,88e6.4bde.f1ca,Telehouse North (THN),core3-thn et-2/2/2,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
i3D.net B.V.,http://www.i3d.nl,49544,Selective,206.55.196.5,2001:504:31::c188:1,b8c2.53dc.a851,Equinix DC2 (EQA),edge1-eqa-nva1 ethernet-1/3/3,10G,10000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
Netflix Streaming Services International B.V.,http://www.netflix.com,2906,Open,195.66.224.251,2001:7f8:4::b5a:3,ac3d.94ff.2617,Telehouse West (THW),core4-thw et-2/1/3,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Viasat-Inc.,http://,7155,Selective,206.55.196.50,2001:504:31::1bf3:1,ec13.db12.0fcc,CoreSite Reston (COR),edge3-cor-nva1 ethernet-1/10,100G,100000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
Welsh Government,https://www.psba.gov.wales,202519,Selective,195.66.254.8,2001:7f8:4:4:0:3:1717:1,bc16.6539.cf01,BT Stadium House (BTS),edge1-bts.car1 7,1000,1000,Regular,LINX Wales,full,,,
Sure (Guernsey) Limited,http://international.sure.com/,8680,Selective,195.66.225.116,2001:7f8:4::21e8:1,f4bf.a860.913d,Equinix LD9 Powergate (TCA),edge1-tca et-4/1/0,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Verint Systems UK Limited,http://www.transversal.com,47999,Open,195.66.225.102,2001:7f8:4::bb7f:1,44f4.771d.ccc2,Equinix LD9 Powergate (TCA),edge1-tca xe-2/1/0,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Microsoft,http://www.microsoft.com,8075,Selective,195.66.244.82,2001:7f8:4:2::1f8b:1,40a6.77c3.9bc3,Equinix MA1 Williams House (TCW),edge8-tcw-man1 ce4/1,100G,100000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
China Telecom (Europe) Ltd.,http://www.chinatelecomeurope.com/,4134,Selective,195.66.225.54,2001:7f8:4::1026:1,d4c9.3c1a.b33d,Equinix LD8 Harbour Exchange (TCH),core3-tch et-2/1/1,100G,100000,Regular,LINX LON1,full,,,
Think BV Ltd,http://www.thinkdedicated.com,51159,Open,195.66.225.185,2001:7f8:4::c7d7:1,384f.49e3.154c,Telehouse North (THN),edge6-thn xe-3/0/15,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
British Telecommunications plc,http://www.bt.net/,2856,Selective,195.66.236.10,2001:7f8:4:1::b28:2,08b2.5806.e1ff,Equinix LD4 (EQ4),edge3-eq4-lon2 ce17/1,100G,100000,Regular,LINX LON2,full,,,
Expereo,http://www.expereo.com/,15695,Open,195.66.224.56,2001:7f8:4::3d4f:3,5856.9f3e.0c8d,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/1/14,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
CDW Limited,http://www.uk.cdw.com,201126,Open,195.66.239.9,2001:7f8:4:1:0:3:11a6:1,34ed.1b2d.9af0,Digital Realty Sovereign House (RBS),edge3-rbs-lon2 xe30,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
RingCentral UK,http://www.ringcentral.co.uk,40627,Open,195.66.226.44,2001:7f8:4::9eb3:1,20d8.0b3a.bd0e,Telehouse East (THE),edge1-the 2/x1/1/c7/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Marstons Telecoms Limited,http://www.marstonstelecoms.com,61124,Open,195.66.238.96,2001:7f8:4:1::eec4:1,78ba.f915.c1c4,Telehouse North (THN),edge2-thn-lon2 xe39,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
HybrIT Services LTD,http://www.hybrit.co.uk,207784,,195.66.225.77,2001:7f8:4::3:2ba8:1,18fd.747c.b03f,Telehouse North (THN),edge6-thn xe-6/0/0,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
EPT Luxembourg,http://www.ept.lu,6661,Selective,195.66.225.63,2001:7f8:4::1a05:1,cc64.a627.4976,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/1/7,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
M247 UK Ltd,http://www.m247.com,16247,Selective,195.66.244.253,2001:7f8:4:2::3f77:1,d46a.359e.6c2c,M247 Ball Green (M2I),edge3-m2i-man1 ce1/1,100G,100000,Regular,LINX Manchester,ConneXions-full,rs1.man1,rs2.man1,
Grayshott Gigabit Limited,http://,210627,,195.66.224.216,2001:7f8:4::3:36c3:1,2cc8.1b8e.034c,Telehouse North (THN),edge6-thn xe-3/0/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
RACKDOG,http://,398465,Open,195.66.227.122,2001:7f8:4::6:1481:1,408f.9d2e.3414,Equinix LD6 (EQ4),edge2-eq4 1/x1/1/c7/2,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Booking.com Limited,http://www.booking.com,43996,Open,195.66.236.253,2001:7f8:4:1::abdc:1,0c86.102d.1a3a,Equinix LD4 (EQ4),edge1-eq4-lon2 xe23,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
Global Broadband Solution (GBS),http://www.gbs.cd,43256,Selective,195.66.226.118,2001:7f8:4::a8f8:1,001d.7173.fb00,Telehouse North (THN),core4-thn ge-3/1/6,1000,1000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
LeaseWeb Network BV,http://www.leaseweb.com,16265,Open,206.55.196.2,2001:504:31::3f89:1,c0d6.8235.7b59,Equinix DC2 (EQA),edge2-eqa-nva1 ethernet-1/1/4,10G,10000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
Netservers Limited,http://www.netservers.net.uk/,35826,Open,195.66.238.152,2001:7f8:4:1::8bf2:1,a036.9f6c.fef8,Telehouse East (THE),edge1-the-lon2 xe2,10G,10000,Regular,LINX LON2,full,rs4.lon2,rs2.lon2,
HongKong Seaga Technology Limited,http://en.wangsu.com,54994,Open,195.66.227.89,2001:7f8:4::d6d2:1,0879.8c2e.035e,Telehouse West (THW),core3-thw xe-4/1/20,10G,10000,Regular,LINX LON1,full-jedix_customer,rs1.lon1,rs3.lon1,
Excell Business Systems,http://www.excellgroup.com/,8530,Selective,195.66.237.186,2001:7f8:4:1::2152:1,d8b1.229b.d042,Equinix LD8 Harbour Exchange (TCH),edge1-tch-lon2 xe6,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Hyperneph Ltd,http://www.hyperneph.com,9140,Open,195.66.226.160,2001:7f8:4::23b4:1,a036.9f78.d21c,Interxion LON2 (IN2),core3-in2 ge-3/1/0,1000,1000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Microsoft,http://www.microsoft.com,8075,Selective,195.66.224.140,2001:7f8:4::1f8b:1,8418.88f6.f7c6,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c18/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
GlobalNet JSC,http://www.etelecom.ru,31500,Selective,195.66.224.215,2001:7f8:4::7b0c:1,e0ac.f17b.e194,Telehouse North (THN),edge6-thn xe-4/0/7,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
IBM UK Limited,http://www.softlayer.com/,36351,Selective,195.66.239.93,2001:7f8:4:1::8dff:2,08b2.5847.67c8,Equinix LD4 (EQ4),edge1-eq4-lon2 xe3,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
iLand,https://www.iland.com,14127,,206.55.196.6,2001:504:31::372f:1,70e4.2233.773c,CoreSite Reston (COR),edge2-cor-nva1 ethernet-1/2/3,10G,10000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
Gamma Telecom Limited,http://www.gamma.co.uk,31655,Open,195.66.237.242,2001:7f8:4:1::7ba7:1,100e.7ec3.6fc1,Equinix LD4 (EQ4),edge1-eq4-lon2 xe9,10G,10000,Regular,LINX LON2,full,,,
OVH SARL,http://www.ovh.com,16276,Open,195.66.224.220,2001:7f8:4::3f94:1,9ce1.7656.b0da,Telehouse West (THW),core3-thw et-2/2/3,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Meta UK Ltd,http://www.facebook.com,32934,Selective,195.66.226.140,2001:7f8:4::80a6:3,0019.e2ba.d7cc,Equinix LD6 (EQ4),edge1-eq4 4/1/c2/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Claranet Ltd.,http://www.clara.net/,8426,Selective,195.66.236.66,2001:7f8:4:1::20ea:1,001d.a1a3.407b,Telehouse North (THN),edge2-thn-lon2 xe26,10G,10000,Regular,LINX LON2,full,,,
Datum Datacentres Limited,http://www.teledata.co.uk,43545,Open,195.66.244.200,2001:7f8:4:2::aa19:2,000c.42c7.0ca6,TeleData Delta House (TDD),edge3-tdd-man1 xe29,1000,1000,Regular,LINX Manchester,ConneXions-full,rs1.man1,rs2.man1,
Cybersmart Ltd,https://www.cybersmart.co.za/home/,36874,Open,195.66.227.174,2001:7f8:4::900a:1,4055.399e.3150,Telehouse North (THN),edge6-thn xe-3/1/12,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
I.T Communications Ltd,http://www.it-communicationsltd.co.uk,203416,Open,195.66.238.251,2001:7f8:4:1:0:3:1a98:1,807f.f854.c5f7,Digital Realty Sovereign House (RBS),edge1-rbs-lon2 xe9,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Belgacom International Carrier Services,https://www2.bics.com/remote-peering-to-linx,6774,Selective,195.66.225.97,2001:7f8:4::1a76:2,a0f3.e492.ab71,Digital Realty Sovereign House (RBS),edge3-rbs 1/x1/1/c2/1,10G,10000,Regular,LINX LON1,ConneXions-full,,,
Aceville PTE.LTD,https://www.tencent.com/en-us,132203,Open,195.66.227.125,2001:7f8:4::2:46b:1,4c6d.58d3.5aaf,Equinix LD6 (EQ4),edge1-eq4 5/1/c20/1,100G,100000,Regular,LINX LON1,full-jedix_customer,rs1.lon1,rs3.lon1,
Bloomberg,https://www.bloomberg.com,10361,Selective,195.66.227.217,2001:7f8:4::2879:2,ec38.73e8.ec7b,Equinix LD6 (EQ4),edge2-eq4 2/x1/1/c11/1,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Wnet Telecom USA corp.,https://w-net.us/en/about_company,1820,Selective,195.66.226.32,2001:7f8:4::71c:2,84b5.9cc9.51ff,Equinix LD8 Harbour Exchange (TCH),core4-tch xe-4/0/9,10G,10000,Regular,LINX LON1,full,rs3.lon1,rs1.lon1,
NTT United Kingdom Limited,http://www.gin.ntt.net/,2914,Restrictive,195.66.224.138,2001:7f8:4::b62:1,4c6d.5802.4ba0,Telehouse West (THW),core3-thw et-2/2/0,100G,100000,Regular,LINX LON1,full,,,
Sargasso Networks,http://www.sargasso.net.uk/,42579,Open,195.66.237.131,2001:7f8:4:1::a653:1,002a.1037.2505,Equinix LD8 Harbour Exchange (TCH),edge3-tch-lon2 xe9,1000,1000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Atlantech Online,http://www.atlantech.net,7784,Open,206.55.196.64,2001:504:31::1e68:1,8071.1fc0.7002,CoreSite Reston (COR),edge2-cor-nva1 ethernet-1/2/4,10G,10000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
Gamesys Ltd,http://www.gamesyscorporate.com/,44646,Open,195.66.238.211,2001:7f8:4:1::ae66:3,9ccc.8307.4ff0,Interxion LON2 (IN2),edge1-in2-lon2 xe8,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
Vision247 Ltd,http://www.vision247.tv,43323,Open,195.66.225.62,2001:7f8:4::a93b:1,6c9c.ed2c.79c2,Telehouse North (THN),edge6-thn ge-2/1/7,1000,1000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Highland Network Limited T/A HighNet,http://www.highnet.com,57356,Selective,195.66.244.37,2001:7f8:4:2::e00c:1,5c45.27d3.134d,Equinix MA1 Williams House (TCW),edge6-tcw-man1 xe22,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Oman Telecommunications Company,http://www.omantel.om/wholesale,8529,Open,195.66.227.92,2001:7f8:4::2151:1,30b6.4fdb.0ac1,Equinix LD8 Harbour Exchange (TCH),core3-tch xe-4/0/11,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
M247 UK Ltd,http://www.m247.com,9009,Selective,195.66.226.184,2001:7f8:4::2331:2,288a.1c40.ebcf,Telehouse North (THN),edge6-thn ge-4/1/0,1000,1000,Regular,LINX LON1,ConneXions-full,rs1.lon1,rs3.lon1,
Sky UK,http://www.sky.com,5607,Open,195.66.237.234,2001:7f8:4:1::15e7:1,b402.1664.1c8b,Equinix LD4 (EQ4),edge3-eq4-lon2 ce18/1,100G,100000,Regular,LINX LON2,full,,,
Gamma Telecom Limited,http://www.gamma.co.uk,31655,Open,195.66.244.20,2001:7f8:4:2::7ba7:12,100e.7ec3.8fc7,Equinix MA3 Joule House (TCJ),edge2-tcj-man1 xe4,10G,10000,Regular,LINX Manchester,full,,,
4net Technologies Ltd,http://www.01t.co.uk,201933,Open,195.66.227.214,2001:7f8:4::3:14cd:1,b48a.5f5f.9057,Telehouse North (THN),edge6-thn xe-4/1/11,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Pulsant  Limited,http://www.lumison.net/,12703,Open,195.66.246.6,2001:7f8:4:3::319f:1,a03d.6e8a.7e06,Pulsant Edinburgh (PUE),edge3-pue-sco1 xe7,10G,10000,Regular,LINX Scotland,full,rs2.sco1,rs1.sco1,
RCS & RDS S.A.,http://www.rdsnet.ro/,8708,Selective,195.66.224.46,2001:7f8:4::2204:1,3c8c.93d5.8348,Equinix LD8 Harbour Exchange (TCH),core3-tch et-2/3/3,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Fuse 2 Communications,http://www.fuse2.net,20832,Open,195.66.244.112,2001:7f8:4:2::5160:1,0805.e2f5.9c56,Equinix MA1 Williams House (TCW),edge7-tcw-man1 xe6,1000,1000,Regular,LINX Manchester,full,rs1.man1,rs2.man1,
HELLENIC TELECOMMUNICATIONS ORGANIZATION S.A. (OTE S.A.)r,http://www.oteglobe.gr/,12713,Open,195.66.224.190,2001:7f8:4::31a9:1,7488.bb7b.2bbe,Telehouse North (THN),core3-thn et-2/0/2,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Huawei Technologies Co.- Ltd (Guangdong-China),http://www.huawei.com,136907,Selective,195.66.227.123,2001:7f8:4::2:16cb:2,4cf5.5b31.a215,Equinix LD6 (EQ4),edge1-eq4 5/1/c18/1,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Forcepoint Cloud Limited,http://www.forcepoint.com/,44444,Selective,206.55.196.9,2001:504:31::ad9c:1,fcbd.67b7.c549,Equinix DC2 (EQA),edge2-eqa-nva1 ethernet-1/2/3,10G,10000,Regular,LINX NoVA,full,rs1.nva1,rs2.nva1,
Spectrum Internet Ltd,http://www.spectrum-internet.co.uk/,48294,Open,195.66.239.50,2001:7f8:4:1::bca6:1,b48a.5f4f.1c15,Equinix LD8 Harbour Exchange (TCH),edge1-tch-lon2 xe22,10G,10000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
I.T.Synergy Ltd,http://itsynergy.co.uk,44314,Open,195.66.227.205,2001:7f8:4::ad1a:1,0012.c001.190f,Telehouse North (THN),edge6-thn ge-4/1/2,1000,1000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Gilat Telecom Ltd,https://www.gilat.com/,12491,Selective,195.66.226.227,2001:7f8:4::30cb:2,9c8a.cb4f.241e,Telehouse West (THW),core3-thw xe-5/1/19,10G,10000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Telenor Norge AS,http://www.telenor.com,2119,Selective,195.66.237.107,2001:7f8:4:1::847:1,0881.f4e3.27c2,Digital Realty Cloud House West (TCM),edge1-tcm-lon2 xe8,10G,10000,Regular,LINX LON2,full,,,
Fastweb,http://www.fastweb.it ,12874,Selective,195.66.225.43,2001:7f8:4::324a:1,008a.96b3.40cc,Telehouse North (THN),core3-thn et-2/0/0,100G,100000,Regular,LINX LON1,full,rs1.lon1,rs3.lon1,
Baltic Broadband Limited,http://www.balticbroadband.com,203421,Open,195.66.244.127,2001:7f8:4:2:0:3:1a9d:1,c4ad.34c0.5a16,TeleData Delta House (TDD),edge3-tdd-man1 xe5,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
Ielo-Liazo,http://www.liazo.fr/,29075,Open,195.66.224.73,2001:7f8:4::7193:1,008a.96a3.540c,Telehouse North (THN),edge6-thn xe-2/1/13,10G,10000,Regular,LINX LON1,ConneXions-full,rs1.lon1,rs3.lon1,
OVH SARL,http://www.ovh.com,16276,Open,195.66.236.220,2001:7f8:4:1::3f94:1,7c31.0e7f.9ce3,Telehouse West (THW),edge4-thw-lon2 ce5/1,100G,100000,Regular,LINX LON2,full,rs2.lon2,rs4.lon2,
iLand,https://www.iland.com,14127,,195.66.244.111,2001:7f8:4:2::372f:1,0032.17d4.a420,Equinix MA3 Joule House (TCJ),edge2-tcj-man1 xe10,10G,10000,Regular,LINX Manchester,full,rs2.man1,rs1.man1,
